;Adresse;CP;Ville;Latitude;Longitude;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
425; 237 Route De Pau;40120;Sarbazan ;44.012342;-0.323424;4.87;1.87;1.99;2.45;2.92;2.1;1.25
426; 24 Avenue De Beziers Rn 113;34770;Gigean ;43.496768;3.710877;4.99;1.96;1.97;2.76;2.99;2.12;1.33
427; 24 Avenue De Nancy;57000;Metz ;49.108012;6.165622;5.35;1.85;1.99;;3.29;;1.59
428; 24 Chaussee Brunehaut;62129;Thérouanne ;50.6313729;2.2661288;;2.07;1.76;2.87;3.07;2.13;1.28
429; 24 Esplanade Les Ramassiers Lieu Dit Ribaria Et La Barriere;31770;Colomiers ;43.6008;1.3553;4.65;1.59;1.43;;2.99;;1.25
430; 24 Quai De Bacalan;33000;Bordeaux ;44.857918;-0.55908;;;2.1;;3.26;;1.42
431; 24 Rue De La Grange Aux Belles;75010;Paris ;48.876491;2.36905;5.54;;;;3.66;2.32;1.64
432; 24 Rue Grand Pont;76000;Rouen -Grand Pont ;49.439022;1.092585;5.21;2.21;1.89;2.74;3.17;2.38;1.3
433; 244 Rue La Flouretta;34230;Paulhan ;43.5304246;3.4501168;4.75;1.59;1.55;2.35;2.99;;1.25
434; 245 Boulevard Des Tilleuls;79180;Chauray ;46.3533475;-0.38696240000002;4.99;2.14;;;2.99;;
435; 2489 Route De Strasbourg;69140;Rillieux-la-Pape ;45.81796;4.89248;4.65;1.59;1.59;;2.99;2.15;1.25
436; 25 Avenue Du Docteur Henri Gout;11000;Carcassonne ;43.210796;2.339708;4.97;;2.02;;2.99;2.15;1.29
437; 25 Avenue Du General Archinard;76600;Le Havre ;49.4916678;0.11647449999998;5.09;2.16;1.84;2.67;3.1;2.32;1.27
438; 25 Avenue Florissant;74100;Annemasse ;46.196109;6.242961;4.65;1.59;1.55;;2.95;;1.25
439; 25 Cours De La Republique;33470;Gujan-Mestras ;44.6375;-1.06724;4.75;1.59;1.55;2.21;2.99;2.15;1.25
440; 25 Rue Albert Pottier;49650;Allonnes ;47.291931;0.030143;4.99;2.14;1.8;2.65;2.99;2.29;
441; 25 Rue De Tours;37150;Bléré ;47.3278696;0.9864644;4.65;1.59;1.39;2.21;2.99;2.09;1.25
442; 25 Rue Du Dr Rene Laennec;49300;Cholet ;47.0563863;-0.8688574;5.72;2.33;2.02;;3.49;2.61;1.43
443; 25-27 Avenue Jules Cantini;13006;Marseille ;43.285082;5.385361;4.79;1.65;1.65;2.28;2.99;4.3;1.39
444; 25/27 Avenue De L'europe;92700;Colombes ;48.92585;2.2421;4.65;1.59;1.45;;2.99;2.15;1.25
445; 25/27 Avenue De Sospel;06500;Menton ;43.777557;7.49374;5.26;2.01;2.03;2.95;3.38;2.2;1.52
446; 250 Boulevard Romain Rolland;13009;Marseille ;43.273532;5.413373;4.79;1.65;1.46;2.21;3.19;2.29;1.35
447; 256 Rue Du General De Gaulle;29290;Milizac-Guipronvel ;48.465923;-4.5678185;4.57;1.45;1.39;2.22;2.89;1.79;1.12
448; 26 Av Dauphine Provence;26540;Mours-Saint-Eusèbe ;45.0686616;5.051465;4.99;1.96;1.91;3.16;3.08;2.12;1.33
449; 26 Avenue Aristide Briand;59280;Armentières ;50.689477;2.88628;4.6;1.59;;2.39;2.99;2.15;1.25
450; 26 Avenue De Geruzet;65200;Bagnères-de-Bigorre ;43.067311;0.151731;4.65;1.49;1.54;2.21;2.89;1.99;1.25
451; 26 Avenue De La Liberation;80430;Beaucamps-le-Vieux ;49.8423212;1.7779304;4.85;2.0;1.7;2.8;2.99;2.08;
452; 26 Quartier Des Brescades;84810;Aubignan ;44.0993799;5.024744;4.99;1.96;1.97;2.76;;2.12;1.28
453; 26 Rue Camille Jouffrault;79150;Argentonnay ;46.985528;-0.454431;4.99;;1.8;;;;
454; 26 Rue De Versailles;78150;Le Chesnay-Rocquencourt ;48.8175219;2.1279014;5.21;2.21;;2.74;;2.38;1.3
455; 26 Rue Delalandre;76570;Pavilly -Delalandre ;49.567486;0.95409;5.65;1.95;;;3.5;;1.45
456; 26 Rue Michelet;94200;Ivry-sur-Seine ;48.808069;2.376264;5.59;1.84;1.99;2.89;3.32;2.39;1.49
457; 26 Ter Bd C.Flammarion;13001;Marseille ;43.304358;5.388959;4.79;1.59;1.59;2.21;3.15;2.29;1.29
458; 260 Rue Aristide Briand;76600;Le Havre ;49.500149;0.1331998;4.63;1.7;1.51;;2.99;2.28;1.38
459; 2601 Route Nationale 20;45770;Saran ;47.960299;1.886744;4.6;1.59;;2.29;2.89;;1.25
460; 264 Avenue De La Resistance;40990;Saint-Paul-lès-Dax ;43.724591;-1.054476;5.68;2.07;2.2;;3.6;2.45;
461; 268 Rue Pierre Legrand Fives;59000;Lille ;50.63091;3.09592;4.65;1.49;;;2.99;1.99;1.25
462; 26r Capitain.Caillon;54230;Neuves-Maisons ;48.61542;6.10455;5.19;1.79;1.95;;3.1;2.45;1.3
463; 27 Avenue Albert 2 Fontvieille;98000;Monaco ;43.730504;7.417025;4.6;1.65;1.59;;3.15;2.39;1.35
464; 27 Avenue De Paris;51100;Reims ;49.2484;4.012053;4.65;1.59;1.43;2.2;2.99;2.29;1.25
465; 27 Avenue Du Parc Des Sports;74000;Annecy ;45.911306;6.121806;5.14;1.97;1.91;;3.32;;
466; 27 Bis Rue Nationale Montjean S/Loire;49570;Montjean-Loire ;47.384289;-0.859514;4.89;2.09;1.76;2.59;;2.23;1.23
467; 27 Boulevard De L'europe;79300;Bressuire ;46.83497;-0.48151;4.65;1.49;1.55;;2.89;1.79;1.25
468; 27 Chemin De La Curasse;13780;Cuges-les-Pins ;43.2760072;5.7167351;4.87;;1.88;;2.99;2.07;1.3
469; 27 Rue Des Drs Cisseville;76440;Forges-les-Eaux ;49.611267;1.546608;4.65;1.59;1.59;;2.99;2.15;1.25
470; 27 Rue Du General De Gaulle;59216;Sars-Poteries ;50.16489;4.02649;4.85;2.0;1.7;2.8;2.99;2.08;1.22
471; 27 Rue Georges Gouy;69007;Lyon ;45.7311124;4.8355514;5.07;1.97;1.73;2.69;3.32;2.15;1.51
472; 27 Rue Maurice Berteaux;78700;Conflans-Sainte-Honorine ;48.99248516947242;2.0915290565365163;5.18;;;2.85;;2.32;
473; 27/29 Rue Alfred Changenet;21300;Chenôve ;47.294667;5.00437;5.78;2.47;2.32;;;2.34;1.52
474; 27/29 Rue De La Republique;02300;Chauny ;49.613988;3.219808;5.68;2.24;1.89;;3.7;2.44;
475; 273 Route Imperiale;74370;St-Martin-Bellevue ;45.96289;6.131262;;1.93;1.83;2.72;2.99;2.07;1.3
476; 28 Place Duclos;22100;Dinan ;48.45443;-2.04743;5.09;2.16;1.84;2.27;3.1;2.32;1.27
477; 28 Rue Bir Hakeim;13001;Marseille ;43.296774;5.376057;;1.65;1.59;;2.99;2.29;1.35
478; 28 Rue De Rennes;35140;Saint-Aubin-du-Cormier ;48.25838;-1.4114;4.65;1.59;1.39;2.45;2.99;2.09;1.25
479; 28 Rue Des Freres Le Guenedal;56870;Baden ;47.620404;-2.912631;4.65;1.49;1.55;2.39;2.89;;1.25
480; 28 Rue Eugene Jumin;75019;Paris ;48.888124;2.392402;5.54;;2.16;2.85;3.66;;1.64
481; 28 Rue Victor Hugo;71600;Paray-le-Monial ;46.4509324;4.1191578;;1.95;;;3.5;;1.45
482; 280 Avenue Gabriel Peri;78360;Montesson ;48.928247;2.143541;;1.65;1.59;2.35;3.19;2.29;1.35
483; 281 Rue Leon Gambetta;59000;Lille ;50.627874;3.05121;4.65;1.65;1.59;;2.99;;1.25
484; 29 Bd De Stalingrad;92240;Malakoff ;48.814512;2.287419;;2.33;;2.99;;;1.43
485; 29 R Du Maquis De Vignes Ondides Route De Bordeaux;33250;Pauillac ;45.193635;-0.749637;4.65;1.49;1.39;;2.89;1.99;1.25
486; 29 Rue De Schnapper;78100;Saint-Germain-en-Laye ;48.887808;2.092901;5.71;1.87;;;3.82;2.51;1.52
487; 29 Rue Sainte Anne;13160;Châteaurenard ;43.877235;4.849713;4.65;1.59;1.43;2.21;2.99;;1.25
488; 29-31 Rue Ramey;75018;Paris ;48.888686;2.346631;5.54;;;;3.66;2.32;1.64
489; 293 Avenue Thiers;33100;Bordeaux -Thiers ;44.8493661;-0.5443587;5.18;1.96;2.1;;3.26;;1.42
490; 293 Rue De Vaugirard;75015;Paris ;48.839165;2.300618;5.54;;;;;;
491; 294 Av De La Liberation Cdg;33110;Le Bouscat -Lib Cdg ;44.865142;-0.605204;5.18;;2.1;;3.26;2.25;
492; 2b Rue De La Paix;67160;Seebach -Paix ;48.97105918221162;7.990388572500863;4.99;1.79;1.9;;3.05;2.4;1.29
493; 2place Ste Catherine;55000;Bar-le-Duc ;48.779258;5.167199;5.5;1.89;2.05;2.99;;2.59;
494; 3 Avenue De La Republique 0;94100;Saint-Maur-des-Fossés ;48.8041375;2.4862225;5.54;2.03;2.16;;3.66;2.32;1.64
495; 3 Avenue Giraudoux;87410;Le Palais-sur-Vienne ;45.87187;1.31266;4.89;2.09;;2.59;2.99;2.23;
496; 3 Bd Charles De Gaulle;91800;Brunoy ;48.69479;2.50253;4.65;1.59;1.55;;2.99;2.15;1.25
497; 3 Bis Route D'olivet St Marceau;45100;Orléans ;47.886591;1.905473;4.65;1.59;;2.21;2.99;4.3;1.25
498; 3 Boulevard Gaston Ramon Zi St Serge;49000;Angers ;47.48715;-0.53906;4.6;1.45;1.55;2.39;2.89;1.99;1.25
499; 3 Grande Place Zac Du Coeur De Ville;92350;Le Plessis-Robinson ;48.77986;2.26237;4.65;1.65;1.65;;2.99;2.39;1.35
500; 3 Grande Rue;70360;Scey-sur-Saône-et-Saint-Albin ;47.63015;5.979314;5.15;1.79;1.7;;3.05;2.4;
501; 3 Place Du Champ De Foire;72800;Le Lude ;47.646742;0.15929089999997;5.72;1.89;;;3.3;2.59;1.39
502; 3 Place Herault;49100;Angers ;47.472234;-0.548315;5.09;2.16;;2.67;3.1;2.32;1.28
503; 3 Place Lalaque;82000;Montauban ;44.01596;1.34512;5.1;1.9;2.02;;;2.2;
504; 3 Rond Point Montparnasse;41400;Faverolles-sur-Cher ;47.33288;1.188523;4.65;1.49;1.55;2.21;2.89;1.89;1.25
505; 3 Route De Baleste;40200;Mimizan ;44.19266;-1.22975;4.75;1.7;1.59;;2.99;2.15;1.35
506; 3 Route De Ganzeville;76400;Fécamp ;49.74881;0.40324;4.65;1.59;1.59;2.45;2.95;2.09;1.25
507; 3 Rue De L'aviateur Martel;77600;Bussy-Saint-Georges ;48.8342;2.7086;;1.65;;2.21;2.99;2.29;1.29
508; 3 Rue Des Primeveres;66000;Perpignan ;42.7042145;2.9033753;;;1.9;3.39;3.6;2.75;1.45
509; 3 Rue Des Trois Buissons;81000;Albi ;43.930804;2.183086;4.87;1.87;1.99;2.45;2.99;2.1;1.25
510; 3 Rue Du Bois Des Jarraux;03270;Saint-Yorre ;46.054262;3.471115;4.65;1.49;;2.39;2.85;1.99;1.25
511; 3 Rue Du Clos;50590;Montmartin-sur-Mer ;48.988684;-1.519614;4.99;;1.8;;3.06;2.29;1.41
512; 3 Rue Edith Cavell;76310;Sainte-Adresse ;49.50784;0.08366;4.79;1.65;1.49;;2.99;4.3;1.35
513; 3 Rue Gustave Dechezeaux;17630;La Flotte En Re ;46.186943;-1.325816;5.72;2.08;;;3.49;2.61;1.68
514; 3 Rue Horionne;95110;Sannois ;48.96614;2.25302;;1.49;1.59;2.29;;2.15;1.29
515; 3 Rue Jacques Thezac;56000;Vannes ;47.6549;-2.75952;5.09;2.16;1.84;;3.1;2.32;1.27
516; 3 Rue Jean Baptiste Gabarra;40130;Capbreton ;43.641256;-1.431126;5.54;2.07;2.2;2.9;3.6;2.45;1.49
517; 3 Rue Jean Godineau;33780;Soulac-sur-Mer ;45.513296;-1.116524;4.65;1.49;1.55;;2.99;1.99;1.25
518; 3 Rue Jeanne Maillotte;59000;Lille ;50.6320176;3.063007;5.13;2.14;;;3.25;;1.3
519; 3 Rue Louis Boutroy;60700;Pont-Sainte-Maxence ;49.301471;2.605644;5.3;;2.09;;3.49;2.2;1.52
520; 3 Rue Pierre Curtil;02190;Guignicourt ;49.43468;3.96688;4.65;1.65;1.59;2.21;2.99;2.29;1.29
521; 3 Rue St Aubert;59400;Cambrai ;50.17635;3.2317;4.99;2.14;1.82;3.53;3.25;2.21;1.3
522; 3-5 Rue Cordouan;17000;La Rochelle ;46.1625484;-1.1494144000001;5.21;1.97;1.91;2.86;3.32;2.15;1.51
523; 3/5 Avenue Pasteur;06600;Antibes ;43.580972;7.12159;4.89;;1.65;;3.29;2.69;1.39
524; 30 Avenue De La Marseillaise;67000;Strasbourg ;48.584505;7.7574867;5.29;1.85;1.99;2.7;;2.5;1.35
525; 30 Avenue De Verdun;34120;Pézenas ;43.45382;3.42089;4.65;1.59;;2.21;2.99;2.15;1.25
526; 30 Rue D'amiens;60200;Compiègne ;49.4229061;2.8209016000001;5.15;2.14;;2.98;3.25;2.22;1.3
527; 30 Rue De Turenne;76600;Le Havre ;49.4951985;0.1251506;4.79;1.65;1.59;2.49;2.99;2.29;1.35
528; 30 Rue Du Bouloir;27140;Gisors ;49.276906;1.787304;4.65;1.49;1.55;;2.95;2.09;1.25
529; 300 Rue Du General Renault;37000;Tours ;47.37963;0.66962;4.65;1.59;1.55;;2.95;;1.25
530; 305 Rue St Jacques;75005;Paris ;48.8392766;2.3399789;5.71;1.87;;3.04;3.82;2.51;1.52
531; 306 Route De Seysses;31100;Toulouse ;43.574916;1.420709;5.68;1.95;;3.15;;;1.45
532; 307 Avenue Du Comte Vert 0;73000;Chambéry ;45.5714208;5.9125378;;1.97;;2.86;;;1.51
533; 309 Avenue Georges Durand;72100;Le Mans ;47.97081;0.21766;4.6;;1.55;2.39;2.89;1.89;1.25
534; 30b Bld De La Mothe;54000;Nancy ;48.691221;6.19873;;;;;3.6;;
535; 31 Rue Charles De Gaulle;42000;Saint-Étienne ;45.44455;4.38567;5.07;1.97;1.93;2.86;;2.15;1.51
536; 31 Rue De Neufchatel;51100;Reims ;49.2721179;4.0232193;4.65;1.59;;2.21;2.99;2.29;1.35
537; 31 Rue De Rennes Cc La Flume;35850;Gévezé ;48.220247759376;-1.78567112177278;4.65;1.49;1.39;2.39;2.95;2.15;1.25
538; 31 Rue Lepante;06000;Nice ;43.706245;7.268438;5.26;2.01;2.03;2.95;;2.2;1.72
539; 310 Avenue Du General De Gaulle;92140;Clamart ;48.78539;2.25133;;1.59;1.55;;2.99;2.15;1.25
540; 32 Avenue Laumiere;75019;Paris ;48.88508;2.38006;5.54;2.03;2.16;;3.66;2.32;1.64
541; 32 Rue Boeynaems;59158;Mortagne-du-Nord ;50.5033002;3.4537384;4.85;2.0;1.7;;2.97;2.08;1.22
542; 32 Rue Pierre Yvernogeau;44300;Nantes ;47.241435;-1.572533;5.13;1.79;1.95;3.0;3.2;2.45;1.3
543; 32-34 Rue De Marseille;69007;Lyon ;45.752612;4.84037;5.02;2.16;1.84;;3.1;;
544; 3256 Route Nationale 8 Quartier Quiez;83190;Ollioules ;43.127498;5.881809;4.65;1.59;1.43;;2.99;2.15;1.25
545; 32place De La Mairie Bp 7;74310;Les Houches ;45.88956250098909;6.798073004907118;4.99;1.96;;;;2.12;
546; 33 Rue De Fremicourt;75015;Paris ;48.848027;2.299443;5.78;1.9;1.92;2.85;3.66;2.32;1.64
547; 33 Rue Du Saut Du Cerf;88000;Jeuxey ;48.196937;6.479222;4.6;1.49;1.55;;2.99;1.99;1.25
548; 33 Rue Vergniaud;75013;Paris ;48.827574;2.34562;5.54;2.03;2.16;2.85;3.66;2.32;1.64
549; 332 Avenue Du Mal Juin;34200;Sète ;43.40603;3.70295;4.79;1.65;1.45;2.35;2.99;2.29;
550; 34 Boulevard De Montpellier;02220;Braine ;49.3396362;3.5270048;4.65;1.59;1.55;;;;1.25
551; 34 Rue De St Brieuc;22170;Châtelaudren-Plouagat ;48.539358;-2.986991;4.65;1.59;1.55;2.45;2.95;1.99;
552; 34-36 Av De Sainte Menehould;51000;Châlons-en-Champagne ;48.963232;4.372228;5.15;1.79;1.9;2.79;;2.4;1.29
553; 34-36 Rue Notre Dame;35270;Combourg ;48.4103415;-1.7488748000001;5.72;2.33;2.02;;3.49;;1.43
554; 35 Avenue Edouard Vaillant;92150;Suresnes ;48.863289;2.20984;5.54;;2.16;;3.66;;1.64
555; 35 Avenue Felix Faure;06500;Menton ;43.774774;7.502156;5.26;2.01;2.03;2.95;3.38;2.2;
556; 35 Rue De Jussieu;75005;Paris ;48.847049;2.35371;5.54;2.03;2.16;2.85;3.66;2.32;1.64
557; 35 Rue De La Republique;76000;Rouen ;49.440095;1.097351;5.88;2.33;2.11;;;;1.91
558; 35 Rue De La Vallee;76600;Le Havre ;49.49342559999999;0.1508946000000151;4.65;1.59;1.55;;2.85;2.15;
559; 35 Rue De Montifault;22150;Ploeuc-L'hermitage ;48.350337;-2.760832;4.65;1.59;1.54;2.45;2.99;1.99;1.25
560; 35 Rue Denis Papin;76580;Le Trait ;49.48179;0.80788;4.65;1.59;1.43;;2.99;2.15;1.25
561; 35 Rue Luizet;69130;Écully ;45.773821;4.777464;;2.01;2.01;2.95;2.99;2.2;1.52
562; 35-37 Rue Varsovie;31300;Toulouse ;43.596606;1.4303;;1.9;;2.58;3.18;2.2;1.39
563; 35/37 Rue Argentiers;33000;Bordeaux ;44.8384504;-0.5696697;5.1;1.9;2.02;;3.18;2.2;1.39
564; 36 Avenue Du General Leclerc;60260;Lamorlaye ;49.1553032;2.4427794000001;5.5;;2.12;2.94;3.57;2.39;
565; 36 Avenue Franklin Roosevelt;77210;Avon ;48.41583;2.72156;4.6;1.59;1.55;2.21;2.99;2.15;
566; 36 Boulevard Des Pyrenees;64130;Mauléon-Licharre ;43.22626;-0.885948;4.65;1.59;1.55;2.21;2.95;1.99;
567; 36 Route De Bayonne Purpan;31000;Toulouse ;43.610308;1.393782;4.6;1.59;1.55;2.29;;1.99;1.25
568; 36 Rue Geiler;67000;Strasbourg ;48.586596;7.768509;5.29;1.85;1.99;;3.19;2.5;1.35
569; 36-44 Rue De Wattignies 0;75012;Paris ;48.835815;2.396757;6.03;2.03;2.16;;;2.32;1.64
570; 360 Rue Leonard De Vinci;84120;Pertuis ;43.681206;5.499406;;1.49;1.55;2.21;2.89;1.99;1.25
571; 362 Av De La Course Landaise;40360;Pomarez ;43.62569599999999;-0.8264020000000301;4.87;1.87;1.8;;2.92;2.1;1.25
572; 365 Rue De Vaugirard;75015;Paris -Vaugirard 365 ;48.836331;2.2953198;5.67;2.03;2.16;2.85;3.66;2.31;1.64
573; 36bis Cours Mal Juin;33000;Bordeaux ;44.835817;-0.582924;5.18;;2.1;2.64;;;
574; 37 Avenue D'essomes;02400;Château-Thierry ;49.0403;3.38765;4.6;1.49;1.59;2.39;3.9;1.99;1.25
575; 37 Grande Rue De Vaise;69009;Lyon -Vaise ;45.7740221;4.8080816;5.77;2.15;2.07;3.13;3.72;;1.58
576; 37 R. De La Sommevue;08360;Château-Porcien ;49.5318294;4.2541483;;1.79;1.9;2.79;3.05;2.4;
577; 37 Rue Lacepede;75005;Paris ;48.843964;2.351062;5.54;2.03;2.16;2.85;3.66;2.32;1.64
578; 37 Rue President Jf Kennedy;02100;Saint-Quentin ;49.8526555;3.2836114;5.77;1.49;1.55;2.29;2.89;2.15;1.25
579; 37 Rue Raymond Poincare 0;10000;Troyes ;48.29572;4.07715;5.29;1.85;1.99;;3.19;2.5;1.35
580; 37 Ter Avenue Jean Guiton;17000;La Rochelle ;46.16059;-1.16302;5.21;2.21;;2.74;;2.38;1.3
581; 38 Avenue St Julien;08000;Charleville-Mézières ;49.7616108;4.708492;5.15;1.79;1.9;;3.05;2.4;1.29
582; 38 Boulevard Pasteur;94260;Fresnes ;48.7586619;2.317454;5.39;1.84;1.99;;2.99;;1.45
583; 38 Route De Rue;80150;Crécy-en-Ponthieu ;50.311561;1.743819;4.85;2.0;1.7;;2.97;2.08;1.22
584; 38 Rue De Cambrai;62000;Arras ;50.285058;2.792825;5.01;1.75;1.9;2.59;;2.35;1.25
585; 38 Rue Du General Rambeaud;38500;Voiron ;45.3652;5.58385;4.79;1.65;1.46;;2.99;2.39;1.35
586; 38 Rue Du Marechal Foch;67730;Châtenois ;48.272926;7.398847;5.85;;2.1;3.39;3.6;2.75;
587; 39 Allee Des Fontainiers;04000;Digne-les-Bains ;44.0937106;6.2348948;5.26;2.01;;2.95;3.38;2.2;1.52
588; 39 Av General Leclerc;94700;Maisons-Alfort ;48.814145;2.424683;5.45;1.92;2.04;2.7;;2.17;1.3
589; 39 Boulevard De Groslay Zi De La Guenaudiere;35300;Fougères ;48.347168;-1.180912;4.6;1.59;1.55;2.39;2.99;2.15;1.25
590; 39 Rue Nationale;57660;Hellimer ;48.997911;6.8262745;5.65;;2.1;;2.99;2.65;
591; 39/43 Avenue Parmentier 0;75011;Paris ;48.862442;2.376392;5.54;2.03;;;;;1.64
592; 390 Rue Jean Marie Tjibaou Zi De Courtine;84000;Avignon ;43.928437;4.793191;4.6;1.45;1.55;;2.89;1.89;1.15
593; 3c Rue Principale;67290;Wingen-sur-Moder ;48.919567;7.37689;5.15;;1.9;2.95;2.99;2.4;1.29
594; 4 Avenue Du Petit Montrevault Les 4 Routes;49110;St Pierre Montlimart ;47.267249;-1.024106;4.65;1.59;1.55;2.45;2.99;4.18;1.25
595; 4 Avenue Yves Bessodes;30510;Générac ;43.730951;4.34369;;1.59;1.59;2.21;2.99;;
596; 4 Boulevard Du 122eme R.I.;12000;Rodez ;44.3510952;2.5735992;;1.9;2.02;;;2.15;1.29
597; 4 Chemin De L'ormeau;31770;Colomiers ;43.61444;1.32911;4.65;1.49;1.55;;2.85;1.99;1.25
598; 4 Impasse Des Graviers Le Boutoin;28410;Abondant ;48.77287;1.428968;4.89;2.09;1.76;;2.99;2.23;
599; 4 Place De La Republique;77300;Fontainebleau ;48.406417;2.701678;5.39;1.96;2.09;2.85;3.58;2.25;1.6
600; 4 Place De La Vanoise;73140;Saint-Michel-de-Maurienne ;45.21793;6.47107;4.65;1.65;1.54;2.45;2.99;;
601; 4 Place Delille;63000;Clermont-Ferrand ;45.7799037;3.0917587;5.14;1.97;1.93;;;2.15;1.51
602; 4 Place Du 4 Septembre;13007;Marseille ;43.288788;5.3592896;;1.59;1.59;;2.99;2.29;1.25
603; 4 Route De Feurs;42600;Montbrison ;45.61142;4.06614;4.75;1.59;1.59;;2.99;2.29;1.35
604; 4 Rue Alphonse Kaar;76790;Étretat ;49.70681180673821;0.20432271642735336;5.39;2.01;2.01;;;2.2;1.52
605; 4 Rue Coislin;57000;Metz ;49.1150538;6.17923380000002;;1.95;;3.15;;;
606; 4 Rue Des Arenes;30127;Bellegarde ;43.756549;4.512333;4.79;1.65;1.59;2.28;;2.29;1.35
607; 4 Rue Du Mail La Croix Rousse;69004;Lyon ;45.776425;4.833179;;2.01;;2.8;3.38;2.2;1.52
608; 4 Rue Francois Georgin;88000;Épinal ;48.17344;6.44911;;1.95;;3.4;3.6;;1.71
609; 4 Rue Jean Jaures;27000;Évreux ;49.0207734;1.1517457;5.26;1.97;1.93;;3.32;;1.51
610; 4 Rue Lucien Pourxet;65100;Lourdes ;43.087369;-0.047916;4.65;1.59;1.39;;2.95;2.09;1.25
611; 4 Rue Max Dormoy;75018;Paris ;48.885456;2.359366;5.54;2.03;2.16;;3.66;2.32;1.64
612; 4 Rue Montel;93250;Villemomble ;48.8880149;2.5103548;5.41;1.93;2.09;;3.49;2.2;1.52
613; 4 Rue Pierre De Coubertin 7 Rue Anatole France;28300;Mainvilliers ;48.447227;1.471542;5.09;2.16;1.6;2.67;3.1;2.32;1.27
614; 4 Rue Pierre Jacoby;60000;Beauvais ;49.430557;2.084416;5.13;2.14;2.09;2.98;2.99;2.23;1.3
615; 4 Rue Saint Louis;81310;Lisle S/Tarn -St Lou ;43.853735;1.810311;5.68;2.07;;;3.6;2.45;
616; 4/6 Rue De La Marne Galerie De L'hotel De Ville;51000;Châlons-en-Champagne ;48.956442;4.361471;4.65;1.59;1.59;;2.99;2.29;1.25
617; 40 Av La Liberation;54000;Nancy -Liberati ;48.69265;6.167393;5.85;1.95;;;3.5;;1.45
618; 40 Avenue D'argenton Beaulieu;36000;Châteauroux ;46.806602;1.674828;4.65;1.59;;2.21;2.99;2.15;1.25
619; 40 Avenue Gabriel Peri;78360;Montesson ;48.90701;2.11617;4.6;;1.55;2.21;2.99;2.15;1.25
620; 40 Route De Clermont Ferrand;43100;Brioude ;45.307544;3.375776;4.65;1.59;;;2.95;2.09;1.25
621; 40 Rue De Rambourg;49300;Cholet ;47.067017;-0.884879;4.99;2.14;1.8;;2.99;2.29;1.26
622; 405 Chemin Bas De Montpellier;30000;Nîmes ;43.818003;4.343004;4.6;1.49;1.83;2.41;;2.07;1.24
623; 405 Rue Des Portes;27310;Bourg-Achard ;49.356928;0.815681;4.65;1.59;1.43;2.45;2.99;2.15;1.29
624; 41 Avenue Du Lombez;31300;Toulouse ;43.595366;1.417324;4.65;1.49;1.55;2.21;2.99;2.09;1.25
625; 41 Rue Carnot;71300;Montceau-les-Mines ;46.67303;4.362463;5.58;2.15;;;3.72;;
626; 41 Rue Soubitez;62600;Berck ;50.40736;1.57075;4.65;1.59;1.45;2.45;2.89;2.15;1.25
627; 42 Avenue De La Motte Picquet;75007;Paris ;48.8549439;2.3053188;;;2.21;;3.78;;1.69
628; 42 Avenue Robert Soleau;06600;Antibes ;43.584108;7.120134;5.26;2.01;2.03;2.95;3.38;;1.52
629; 42 Rue De La Liberation;21240;Talant ;47.332435;5.010077;4.99;1.75;1.9;2.7;2.99;2.35;1.25
630; 42 Rue De Lodi;13006;Marseille ;43.290248;5.386516;5.77;2.15;;;3.72;;
631; 42 Rue Du Florival;68530;Buhl ;47.926314;7.186479;5.65;1.95;2.1;3.05;3.39;2.65;
632; 42 Rue Parmentier;08700;Nouzonville ;49.82299;4.74325;4.65;1.59;;;2.99;2.15;1.29
633; 43 Avenue Marechal Joffre;66740;St-Genis-D/Fontaines ;42.543448;2.920462;5.53;2.07;;;2.99;2.4;
634; 43 Boulevard Du 14 Juillet;13500;Martigues ;43.40873;5.05632;4.76;1.92;2.04;2.7;;2.17;1.3
635; 43 Boulevard Felix Buhot;50700;Valognes ;49.509416;-1.472281;4.65;1.59;;2.45;2.95;2.09;1.25
636; 43 Rue Des Sports;17138;Saint-Xandre ;46.20557;-1.09422;;2.09;1.76;2.59;2.99;2.23;
637; 43 Rue Gallieni;77590;Chartrettes ;48.484037;2.696641;4.65;1.59;1.55;2.21;2.99;2.09;1.25
638; 43 Rue Richelieu;75001;Paris ;48.8661474;2.336717;5.76;2.03;2.16;2.85;3.66;2.32;1.64
639; 43/45 Avenue De St Mesmin;45100;Orléans ;47.8872876;1.8921464;4.65;1.49;1.55;2.21;2.89;1.99;
640; 44 Avenue De La Republique;76250;Déville-lès-Rouen ;49.4716;1.04297;4.65;1.59;1.59;;2.99;2.15;1.25
641; 44 Place Du General De Gaulle;62170;Montreuil ;50.4620013;1.7606283;5.68;2.24;1.89;3.28;;;1.47
642; 44 Route De Genas;69680;Chassieu ;45.73626;4.97424;4.65;1.59;1.59;;2.99;2.09;1.25
643; 44 Route De St Agreve Leygat;43190;Tence ;45.108315;4.295262;;1.59;1.43;;2.99;2.15;1.25
644; 44 Rue De La Republique;06600;Antibes ;43.581036;7.124254;5.26;2.01;2.03;2.95;3.38;2.2;1.52
645; 44 Rue Michel Servet;69100;Villeurbanne ;45.765715;4.878726;5.14;1.97;1.91;2.86;3.32;2.15;1.51
646; 45 Avenue Gambetta;08300;Rethel ;49.50548;4.36246;5.5;;;;;2.59;
