;Adresse;CP;Ville;Latitude;Longitude;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
1298; Route Anglaise;14470;Courseulles-sur-Mer ;49.321789;-0.453495;4.65;1.59;1.59;;2.99;2.09;1.25
1299; Route Champvert;58300;Decize ;46.83551;3.46997;4.65;1.49;1.43;;2.95;1.99;1.25
1300; Route Chaussee Tirancourt;80310;Picquigny ;49.94849;2.143339;5.01;2.07;1.76;2.87;3.07;;1.28
1301; Route D'anet;28260;Saussay ;48.857492;1.426516;4.65;1.49;1.39;;2.89;1.99;1.25
1302; Route D'angers;49300;Cholet ;47.07649;-0.843669;4.6;1.49;1.55;2.29;2.95;2.15;1.25
1303; Route D'argeles D618;66740;Laroque-des-Albères ;42.547366;2.940304;4.65;1.59;1.39;;;;1.25
1304; Route D'aurillac Zi De Montplain;15100;Saint-Flour ;45.0374;3.065974;4.65;1.49;1.39;2.39;2.89;1.89;1.25
1305; Route D'herment;63210;Rochefort-Montagne ;45.6851001;2.7963132;4.99;2.09;1.76;;2.99;2.23;1.23
1306; Route D'hesdin 2 Rue Des 3 Moulins;62310;Fruges ;50.50918;2.1309;4.65;1.59;1.55;;;2.29;1.25
1307; Route D'issoudun;36260;Reuilly ;47.0823632;2.044268;4.99;2.14;1.8;;3.06;2.29;
1308; Route D'orange;84550;Mornas ;44.197241;4.736418;4.65;1.49;1.55;;2.89;1.89;1.25
1309; Route D'orthez;64270;Salies-de-Béarn ;43.475516;-0.916174;4.65;1.59;1.55;2.21;2.95;2.09;1.25
1310; Route D'ousson;45250;Briare ;47.624503;2.750105;4.65;1.59;;;2.99;2.09;1.25
1311; Route De  Royaumont;95270;Viarmes ;49.13394;2.37197;4.65;1.59;1.39;;2.95;2.15;1.25
1312; Route De Barcares;66530;Claira ;42.776706;2.912223;;1.59;1.59;2.29;;2.29;
1313; Route De Bayonne N 117;40300;Peyrehorade ;43.551292;-1.123567;;1.59;1.55;2.21;2.99;1.99;1.25
1314; Route De Beaufort Chateaurenaud;71500;Louhans ;46.625654;5.2348;4.65;1.49;1.39;;2.99;2.09;1.25
1315; Route De Bellevue Coetquidan;56380;Guer ;47.911077;-2.12201;;1.49;1.39;2.39;;1.79;1.13
1316; Route De Benevent;23400;Bourganeuf ;45.95866;1.76095;4.65;1.59;;;2.99;2.09;1.25
1317; Route De Bernay Z.I. La Vespiere;14290;Orbec ;49.023202;0.417745;4.65;;1.59;;2.99;2.09;1.25
1318; Route De Bessan;34340;Marseillan ;43.355834;3.519752;4.65;1.59;;;2.95;1.99;1.25
1319; Route De Blaye;33710;Bourg ;45.042676;-0.560271;4.65;1.59;1.59;2.21;2.99;;1.29
1320; Route De Boulogne;62240;Desvres ;50.66859;1.82438;4.65;1.49;1.55;;2.89;2.09;1.25
1321; Route De Bretagne 12 Rue Des Forques;14760;Bretteville-sur-Odon ;49.16589760000001;-0.4203701999999794;4.65;1.59;1.59;;2.99;2.39;1.35
1322; Route De Brive La Croix Rouge;24200;Sarlat-la-Canéda ;44.90238;1.211996;4.65;1.49;1.39;2.21;2.95;1.99;1.25
1323; Route De Cadol;29140;Melgven ;47.9099829;-3.839573;;2.09;1.71;;2.99;2.23;1.23
1324; Route De Caen;14150;Ouistreham ;49.268559818118;-0.260965081613142;4.65;1.45;1.55;;2.85;;1.15
1325; Route De Calais Nord;62280;Saint-Martin-Boulogne ;50.73868;1.62427;4.65;1.59;1.55;;2.99;;1.25
1326; Route De Carentan;50190;Périers ;49.189925;-1.403963;4.65;1.49;1.39;;2.89;1.99;
1327; Route De Castillon Cc Le Verdet;33500;Libourne ;44.900829;-0.220198;4.6;1.59;1.55;2.29;2.99;2.29;1.25
1328; Route De Champagnole;39570;Perrigny ;46.679681;5.571448;4.65;1.49;1.55;;2.99;;1.25
1329; Route De Charmeil;03300;Cusset ;46.143608;3.438539;4.65;1.59;;2.45;2.99;;1.35
1330; Route De Chateauroux;36500;Buzançais ;46.888606;1.434895;4.65;1.59;;2.29;2.99;1.99;1.25
1331; Route De Chateauroux Cc Des Sablons;36150;Vatan ;47.06487;1.804186;4.65;1.59;;2.2;2.99;2.29;
1332; Route De Cherbourg;50500;Carentan-les-Marais ;49.309413;-1.25634;4.65;1.49;1.55;2.45;2.99;;1.25
1333; Route De Conches;27160;Breteuil ;48.852053;0.920157;4.65;1.59;1.39;;2.99;2.09;1.25
1334; Route De Crouy Cd 92 Zone Industrielle;60530;Neuilly-en-Thelle ;49.22298;2.29538;4.65;1.65;1.45;2.45;2.99;2.29;
1335; Route De Danisy;02800;La Fère ;49.6619389;3.3763719999999;5.01;2.07;1.76;2.87;3.07;;1.28
1336; Route De Denneville Le Becquet;50100;Digosville ;49.6536364;-1.5422141000000238;;2.14;1.52;;;2.29;1.26
1337; Route De Dieulefit;26200;Montélimar ;44.551838;4.769682;4.65;1.59;1.55;2.45;2.99;2.09;
1338; Route De Dijon;21800;Chevigny-Saint-Sauveur ;47.30342;5.1215;4.65;1.59;1.55;;2.95;2.09;1.25
1339; Route De Domloup Zac La Rigourdiere;35510;Cesson-Sévigné ;48.112746;-1.590673;4.6;1.49;1.55;2.39;2.89;1.89;1.25
1340; Route De Drocourt;62320;Rouvroy ;50.392547;2.909567;4.65;1.49;;;2.89;2.09;1.25
1341; Route De Fourchambault;58180;Marzy ;46.997799;3.105523;4.6;1.49;;;2.89;1.99;1.25
1342; Route De Fresnay;61000;Saint-Germain-du-Corbéis ;48.41887;0.075511;4.65;1.49;1.39;2.39;2.89;1.79;1.25
1343; Route De Fumel Croissanterie;46220;Prayssac ;44.505461;1.176221;4.65;;1.55;2.21;2.95;1.99;1.25
1344; Route De Fumel Lieudit Bouriat;46300;Gourdon ;44.72171;1.369478;4.65;1.59;1.39;2.21;2.99;2.09;1.25
1345; Route De Furnes;59229;Téteghem-Coudekerque-Village ;51.036057;2.412909;4.55;1.59;1.59;;2.99;2.29;1.25
1346; Route De Ganges Cc Trifontaine;34980;Saint-Clément-de-Rivière ;43.649609;3.8419;4.6;1.59;1.59;;2.99;2.15;1.35
1347; Route De Gap;05400;Veynes ;44.543395;5.846227;4.65;1.59;1.55;;2.99;;1.25
1348; Route De Geneve;74200;Margencel ;46.345343;6.434841;4.6;1.65;1.59;2.45;;2.29;1.29
1349; Route De Gratentour 2 Rue Du 8 Mai 1945;31140;Pechbonnieu ;43.707369;1.465601;4.65;1.59;1.39;2.21;2.99;1.99;1.25
1350; Route De Grincourt Lez Pas;62760;Pas-en-Artois ;50.1687111;2.4700543;5.12;;1.78;;;2.18;
1351; Route De Honfleur;27210;Beuzeville ;49.34164;0.37147;4.65;1.59;1.39;2.45;2.99;2.15;1.25
1352; Route De Jacou Rd 65;34920;Le Crès ;43.66002;3.934275;4.65;1.59;1.55;;2.99;2.09;1.25
1353; Route De L'abbaye Cc Le Valasse;76210;Gruchet-le-Valasse ;49.549780219552;0.493534417095265;4.6;1.49;1.55;2.39;2.89;2.15;
1354; Route De La Baule Cc Les Salines;44350;Guérande ;47.29177;-2.398572;4.65;1.49;1.55;2.39;2.99;1.99;1.25
1355; Route De La Ferte Bernard;72320;Vibraye ;48.05955;0.73607;4.89;2.09;1.76;2.59;2.99;;1.23
1356; Route De La Fleche;72300;Sablé-sur-Sarthe ;47.83053;-0.313;4.65;1.49;1.55;2.39;2.95;1.89;1.25
1357; Route De La Gare;76750;Buchy ;49.590296;1.349246;4.65;1.59;1.55;;2.99;2.29;1.29
1358; Route De La Liberation;77220;Tournan-en-Brie ;48.739324;2.775827;4.65;1.59;1.39;;2.99;;
1359; Route De Landrecies;59440;Avesnes-sur-Helpe ;50.11914;3.92844;;1.59;1.59;;2.95;4.3;1.35
1360; Route De Laval La Hainaud;53500;Ernée ;48.29182;-0.92222;4.65;1.59;1.55;;2.99;;1.25
1361; Route De Lectoure;32500;Fleurance ;43.859469;0.658231;4.65;1.59;1.55;;2.95;1.99;1.25
1362; Route De Leucate Plage;11370;Leucate ;42.906808;3.037039;;1.9;2.02;2.5;2.99;2.25;
1363; Route De Lieurey;27230;Thiberville ;49.140871;0.45803;4.65;2.23;1.65;2.45;3.46;2.44;1.41
1364; Route De Lyon;01800;Meximieux ;45.900419;5.190047;;1.59;1.55;;2.99;2.09;1.25
1365; Route De Lyon Au Combard;01600;Trévoux ;45.933756;4.791249;;1.59;1.55;;2.89;1.99;1.25
1366; Route De Maillot;89100;Sens ;48.186999;3.303333;4.6;1.49;1.55;;2.99;1.89;1.25
1367; Route De Mantes;78240;Chambourcy ;48.908102;2.03511;4.6;1.59;1.55;2.29;2.99;1.99;1.25
1368; Route De Marseille Zi St Christophe;04000;Digne-les-Bains ;44.077122;6.189335;4.6;1.65;1.59;2.35;2.99;2.29;1.35
1369; Route De Merville;59940;Estaires ;50.643461;2.706713;4.65;1.59;1.55;2.45;2.85;2.15;1.25
1370; Route De Mont De Marsan;40270;Grenade S/Adour ;43.775733;-0.434843;4.87;1.87;1.99;;;2.2;1.25
1371; Route De Montlucon Quart Baucherias;03190;Vallon-en-Sully ;46.53309;2.62082;4.99;1.96;1.96;;;2.12;1.33
1372; Route De Montmarault;03500;Saint-Pourçain-sur-Sioule ;46.31138;3.28181;4.65;1.59;;;2.99;2.15;
1373; Route De Montpellier Cc Rond Point;34140;Mèze ;43.430043;3.607831;4.79;1.65;1.45;2.35;2.99;2.29;
1374; Route De Montreuil;62140;Hesdin ;50.370935;2.027717;4.65;1.59;1.55;;2.89;1.99;1.25
1375; Route De Moulins;03390;Montmarault ;46.32052;2.96088;4.65;1.59;;2.45;2.99;2.29;
1376; Route De Nantes;56130;Nivillac ;47.517893;-2.294065;4.65;1.59;1.55;;2.89;1.99;1.25
1377; Route De Nice Quartier Gordolon;06450;Roquebillière ;43.999388;7.312334;4.79;1.65;1.59;;3.15;2.29;1.29
1378; Route De Nimes Lieudit Genestet;30300;Beaucaire ;43.816505;4.613998;4.6;1.49;1.55;;2.89;1.89;1.25
1379; Route De Paris;61800;Tinchebray-Bocage ;48.767363;-0.723325;4.65;1.59;1.55;2.45;2.99;2.15;1.25
1380; Route De Paris Lieu Dit Les Petites Varennes;72160;Connerré ;48.062981;0.507588;4.65;1.49;1.55;;2.89;1.99;1.25
1381; Route De Paris Zac De La Beaujoire;44300;Nantes ;47.257927;-1.512812;4.6;1.49;1.55;;2.89;1.89;1.25
1382; Route De Pau;40500;Saint-Sever ;43.748972;-0.564053;4.65;1.49;1.39;2.21;2.89;1.89;1.25
1383; Route De Pen Ar Menez;29280;Locmaria-Plouzané ;48.366734;-4.642229;4.57;1.45;1.55;2.22;2.7;1.77;1.12
1384; Route De Pignan Zae Le Cap D'alliech;34660;Cournonterral ;43.5600793;3.7262894;4.65;1.59;;2.21;2.99;1.9;
1385; Route De Pinchefalise;80230;Boismont ;50.171551;1.647725;4.65;1.59;1.39;;2.99;;
1386; Route De Pontivy Zac Kermestre;56150;Baud ;47.888546;-3.012196;4.65;1.49;;2.39;2.89;1.89;1.25
1387; Route De Precy;60340;Villers-sous-Saint-Leu ;49.206039;2.387618;4.65;1.59;;;2.99;2.15;1.25
1388; Route De Quimperle;29340;Riec-sur-Bélon ;47.8472;-3.68508;4.65;1.59;1.55;2.45;2.95;1.99;1.25
1389; Route De Rigny;71130;Gueugnon ;46.584178;4.048223;5.15;1.96;1.96;2.76;2.99;2.12;1.33
1390; Route De Rouen;95420;Magny-en-Vexin ;49.158245;1.785857;4.65;1.65;;;;;1.29
1391; Route De Samadet;64410;Arzacq-Arraziguet ;43.53566;-0.4118;4.87;1.87;1.99;2.45;2.99;2.1;1.25
1392; Route De Samatan;31370;Rieumes ;43.41359;1.116942;4.65;1.59;1.39;;2.95;1.9;1.25
1393; Route De Sauveterre;33670;Créon ;44.773008;-0.337389;4.65;1.49;;;2.89;1.89;1.25
1394; Route De Seihl;31840;Aussonne ;43.690009;1.335964;4.65;1.59;1.43;2.2;2.99;2.15;1.25
1395; Route De Sete;34540;Balaruc-le-Vieux ;43.462659;3.691918;4.6;1.65;1.55;;2.99;;1.35
1396; Route De Sete Zac Des Deves De La Condamine;34430;Saint-Jean-de-Védas ;43.572369;3.84721;;1.65;1.55;;2.95;2.15;1.35
1397; Route De St Alvere;24100;Bergerac ;44.852479;0.512094;4.65;1.59;1.37;2.21;2.95;1.99;1.25
1398; Route De St Brieuc Cc Le Chene;22100;Quévert ;48.448963;-2.074163;4.65;1.49;1.55;2.39;2.89;;1.25
1399; Route De St Cheron Le Buisson Rondeau;91650;Breuillet ;48.568259;2.162631;4.6;1.59;1.55;2.21;2.95;;
1400; Route De St Etienne Rn 82;42110;Feurs ;45.721289;4.227272;;1.59;1.55;;2.99;2.29;1.29
1401; Route De St Omer;62100;Calais ;50.938702;1.87915;;1.49;1.55;2.45;2.99;2.09;1.25
1402; Route De Tarbes;31170;Tournefeuille ;43.57517;1.32027;4.65;;1.55;;2.89;;1.25
1403; Route De Tonneins;47200;Marmande ;44.48707;0.18093;4.65;1.49;;2.21;2.89;1.99;1.25
1404; Route De Touffreville;76910;Criel-sur-Mer ;50.011293;1.3162;5.05;2.14;1.75;;;2.29;
1405; Route De Toulouse;46000;Cahors ;44.42053;1.439228;4.26;1.49;1.55;2.05;2.99;1.89;1.25
1406; Route De Toulouse La Sabliere Basse;15000;Aurillac ;44.897035;2.407899;4.6;1.5;1.4;2.29;2.68;;1.17
1407; Route De Valmont;76110;Goderville ;49.644277;0.375829;;1.59;1.59;;2.99;2.09;1.29
1408; Route De Vannes;56390;Grand-Champ ;47.754667;-2.844098;4.65;1.49;1.55;2.39;2.89;1.99;1.25
1409; Route De Vannes Za De Kerjean;56500;Locminé ;47.8765;-2.82328;4.65;1.49;;2.39;2.89;1.89;1.25
1410; Route De Vaux S/Aure Cc Eindhoven;14400;Bayeux ;49.28847;-0.7037;4.6;1.49;;;2.89;;1.29
1411; Route De Verneuil;27240;Damville ;48.865967;1.069659;4.65;1.59;1.55;;2.99;4.18;1.25
1412; Route De Vesoul;70700;Bucey-lès-Gy ;47.42259;5.84437;;1.96;1.97;2.76;3.08;2.12;
1413; Route De Villoison;91100;Villabé ;48.584229;2.446938;4.6;1.49;1.55;2.29;2.99;2.15;
1414; Route De Vire Cc Val St Jean;50000;Saint-Lô ;49.109327;-1.074382;4.65;1.59;1.55;;2.89;1.99;1.25
1415; Route Departementale 113;80260;Villers-Bocage ;50.004132;2.313713;4.65;1.59;1.55;;2.99;2.15;1.25
1416; Route Departementale 12 Lieu-Dit Bodin;03400;Yzeure ;46.551886;3.369074;4.65;1.49;;2.39;2.89;1.99;
1417; Route Departementale 9 Cc La Pioline;13290;Aix-en-Provence ;43.505883;5.396007;4.6;1.49;1.55;2.29;2.99;2.15;
1418; Route Departementale 901;80270;Airaines ;49.978209;1.940106;4.65;1.49;1.55;;2.89;1.99;1.25
1419; Route Departementale 921;19190;Beynat ;45.12535881172203;1.724196775395628;5.1;2.07;1.78;2.94;3.13;2.18;1.31
1420; Route Departementale 974 Cc Toison D'or;21000;Dijon ;47.356759;5.052407;4.6;1.49;1.55;2.29;2.95;2.29;1.35
1421; Route Des Lacs;40550;Léon ;43.88007;-1.30134;4.65;1.59;1.55;;2.99;2.15;1.25
1422; Route Des Petits Ponts Cc Beau Sevran;93270;Sevran ;48.948735;2.527563;;1.59;1.55;2.29;2.99;2.29;1.35
1423; Route Du Bignon Zi 3 Croix Poirier;45210;Ferrières-en-Gâtinais ;48.09438;2.80146;4.65;1.49;;;2.89;1.99;1.25
1424; Route Du Buisson;24170;Siorac-en-Périgord ;44.822669;0.987426;4.75;1.76;1.43;2.21;2.99;2.29;1.25
1425; Route Du Dorat;87300;Bellac ;46.130623;1.053634;4.65;1.49;;2.2;2.85;1.99;
1426; Route Du Mans;28170;Thimert-Gâtelles ;48.57658;1.23936;4.65;1.49;1.55;2.21;2.89;2.09;1.25
1427; Route Du Mont St Michel;50170;Pontorson ;48.559342;-1.508088;4.65;1.49;1.39;;2.99;1.99;
1428; Route Du Puy Rd 906;63600;Ambert ;45.542724;3.729281;4.65;1.49;1.55;2.39;2.89;1.99;1.25
1429; Route Du Queyras;05600;Guillestre ;44.660495;6.652953;4.65;1.49;1.45;2.21;2.95;1.89;1.25
1430; Route Du Stade;65400;Argelès-Gazost ;43.004884;-0.08742;4.75;1.59;1.55;2.21;2.99;;1.25
1431; Route Nationale;59910;Bondues ;50.693348;3.091746;4.65;1.87;1.99;2.45;2.92;2.1;1.25
1432; Route Nationale 10;41100;Vendôme ;47.805;1.071;4.65;1.49;1.39;2.21;2.85;;1.25
1433; Route Nationale 113 Carrefour Des Griffons;13127;Vitrolles ;43.431811;5.259553;4.6;1.59;1.59;2.45;;2.29;
1434; Route Nationale 13;27930;Guichainville ;49.013197;1.173534;;1.59;1.59;;2.95;2.29;1.25
1435; Route Nationale 137 Route De Rochefort;17690;Angoulins ;46.11218;-1.10341;4.6;1.49;1.55;2.25;2.89;1.99;1.29
1436; Route Nationale 20;87220;Boisseuil ;45.778357;1.308618;4.6;1.49;;;2.89;1.99;1.25
1437; Route Nationale 568 Cc 2000;13220;Châteauneuf-les-Martigues ;43.393309;5.132862;;1.59;1.55;2.29;2.99;2.15;1.29
1438; Route Nationale 7;77190;Villiers-en-Bière ;48.49922;2.59483;4.6;1.49;1.55;2.29;2.89;2.15;
1439; Route Nationale Rue Du Renouveau;62232;Vendin-lès-Béthune ;50.5412;2.607885;4.65;1.59;1.55;;2.99;2.15;1.25
1440; Rte De Boulogne;62152;Nesles ;50.62756;1.64573;4.65;1.49;1.55;2.39;2.89;2.09;1.25
1441; Rte Departement.23;14680;Bretteville-sur-Laize ;49.0576676;-0.3140249;4.89;2.09;1.76;2.59;2.99;2.23;1.23
1442; Rue A Dekeiser Rn 43;62190;Lillers ;50.568633;2.465396;4.65;1.59;1.55;2.39;2.89;2.15;1.25
1443; Rue A Et J Renoir;27800;Brionne ;49.19993;0.7127;4.65;1.59;;;2.99;2.15;1.25
1444; Rue A. Ricquier;59310;Beuvry-la-Forêt ;50.4599456;3.2824643;;2.07;1.76;;;2.13;1.28
1445; Rue Alexandre 1er;54130;Saint-Max ;48.7018715;6.199115799999959;5.85;1.95;;;3.6;2.75;1.45
1446; Rue Alexandre Berard Centre Commercial Du Bugey;01500;Ambérieu-en-Bugey ;45.961445;5.358855;;1.49;1.54;;2.99;2.09;1.25
1447; Rue Alexandre Raffin Cc Espace St Louis;42300;Roanne ;46.033053;4.066281;4.65;1.59;1.55;;2.99;;1.25
1448; Rue Aristide Briand;76133;Épouville ;49.562576;0.220129;4.65;1.59;1.59;;2.99;2.15;1.25
1449; Rue Aux Fleurs  Cd 36 Cc Champfleury;78960;Voisins-le-Bretonneux ;48.756467;2.055344;4.6;1.59;1.59;2.21;2.99;2.15;
1450; Rue Barriere De Jaude;63000;Clermont-Ferrand ;45.77425;3.08152;4.65;1.59;;;2.99;;1.25
1451; Rue Brizeux;29780;Plouhinec ;48.016426;-4.502082;4.65;1.49;1.54;;2.99;1.99;1.25
1452; Rue Chapelle St Nicolas;02250;Marle ;49.74387;3.77449;4.65;1.59;;2.45;;;
1453; Rue Charles Leborgne;76400;Fécamp ;49.75434;0.37304;4.6;1.45;1.55;2.39;2.89;1.99;1.25
1454; Rue Charles Perron 0;44630;Plessé ;47.5420595;-1.8824348000001;4.89;2.09;1.76;;2.99;2.23;1.23
1455; Rue Chauny;80400;Ham ;49.741404;3.090435;4.65;1.49;1.55;;2.95;1.99;
1456; Rue Chevry Belleville;91190;Gif-sur-Yvette ;48.690679;2.115178;4.65;1.59;1.59;2.21;2.99;;1.25
1457; Rue Clemenceau;59141;Iwuy ;50.2283821;3.3203673;4.85;2.0;1.7;2.8;2.97;;
1458; Rue Colbert;14500;Vire Normandie ;48.8467789;-0.88745930000005;4.99;2.14;;;;2.29;
1459; Rue Creuse;18300;Sancerre ;47.33805;2.83543;4.79;1.65;;;2.99;2.29;1.35
1460; Rue D'ablemont;76730;Bacqueville-en-Caux ;49.789742;0.997744;;2.09;;;2.99;2.23;1.23
1461; Rue D'allouagne;62260;Auchel ;50.5144;2.47235;4.65;1.59;1.55;;2.89;2.15;1.25
1462; Rue D'amiens Les Hiebles;60120;Breteuil ;49.639014;2.283031;4.65;1.49;1.39;;2.89;1.99;1.25
1463; Rue D'armentieres;59193;Erquinghem-Lys ;50.67866;2.85642;4.65;1.49;1.39;;2.89;1.99;1.25
1464; Rue D'isly Cc Trois Soleils;35000;Rennes ;48.1050882;-1.6776548999999932;4.79;1.65;1.59;2.45;2.99;;1.29
1465; Rue De Bleue Maison;62910;Éperlecques ;50.822039;2.200652;4.65;1.59;1.55;;2.99;2.29;1.25
1466; Rue De Busnes;62350;Saint-Venant ;50.6134;2.53361;5.01;2.07;1.76;2.87;3.07;2.13;1.28
1467; Rue De Carvin Rue Roger Bouvry;59113;Seclin ;50.541723;3.021113;4.65;1.59;1.59;2.45;2.99;2.09;1.25
1468; Rue De Dunkerque;62500;Saint-Omer ;50.75137;2.25451;5.13;2.14;1.82;2.98;3.25;2.21;1.3
1469; Rue De Gravelines;59279;Loon-Plage ;50.9950824;2.2111728;4.85;2.0;1.7;2.8;;2.08;
1470; Rue De L'armistice;02260;La Capelle ;49.97297;3.92042;4.65;1.59;1.59;;2.99;2.29;1.35
1471; Rue De L'arquebuse Rn 6;21230;Arnay-le-Duc ;47.1299565;4.4902478;4.99;2.07;1.76;;;2.13;1.28
1472; Rue De L'eglise De Berguette Carrefour Croix Racine;62330;Isbergues ;50.6112;2.47634;4.65;1.49;1.55;;2.89;1.99;1.25
1473; Rue De L'yser;59200;Tourcoing ;50.74517;3.17479;4.65;1.59;1.59;;;2.29;1.25
1474; Rue De La Chantelauze;63650;La Monnerie-le-Montel ;45.86765;3.632012;4.65;1.59;1.59;;2.99;;
1475; Rue De La Chapelle;71850;Charnay-lès-Mâcon ;46.31067;4.81278;4.65;1.59;1.55;;2.95;2.09;1.25
1476; Rue De La Croix Aux Potiers;35131;Chartres-de-Bretagne ;48.04655;-1.7122;4.65;1.59;1.55;;2.95;1.99;1.25
1477; Rue De La Defense Passive;14000;Caen ;49.199149;-0.366265;5.21;2.21;1.89;;3.17;2.38;1.3
1478; Rue De La Gare Malgrange;91630;Marolles-en-Hurepoix ;48.5661;2.29203;4.65;1.65;1.59;2.21;;2.29;1.29
1479; Rue De La Grangette;73110;La Croix-de-la-Rochette ;45.458533;6.111604;4.75;1.65;1.59;2.45;2.99;2.29;
1480; Rue De La Grosse Pierre Cc Val De Seine;78540;Vernouillet ;48.97557;1.99536;;1.59;1.55;2.21;3.15;2.29;1.29
1481; Rue De La Liberation;02270;Crécy-sur-Serre ;49.6890148;3.6214293;5.01;2.07;1.76;2.87;3.07;;1.28
1482; Rue De La Lys;59560;Comines ;50.76678;3.0092;4.65;1.59;1.55;2.45;2.99;2.15;1.25
1483; Rue De La Mairie;45800;Saint-Jean-de-Braye ;47.91181;1.97128;4.65;1.59;1.59;;2.99;2.0;1.32
1484; Rue De La Passerelle;91380;Chilly-Mazarin ;48.6999113;2.3169934;4.65;1.65;1.59;;2.99;2.29;
1485; Rue De La Petite Chapelle;08230;Rocroi ;49.927794;4.525329;4.79;1.65;1.45;;2.99;2.29;1.35
1486; Rue De La Planche Maurice;50200;Coutances ;49.0389369;-1.4478544999999485;4.65;1.49;1.55;;2.95;2.15;1.25
1487; Rue De La Prairie Lieudit Les Vallees;60280;Margny-lès-Compiègne ;49.4204367;2.809588;5.48;2.24;1.95;2.82;3.29;2.47;1.35
1488; Rue De La Republique;76230;Bois-Guillaume ;49.470397;1.11704;4.65;1.49;1.55;2.45;2.95;2.2;1.25
1489; Rue De La Republique Cd 937;02300;Autreville ;49.59785;3.227878;4.65;1.59;;;2.95;2.15;
1490; Rue De La Resistance Les Novalles;76410;Saint-Aubin-lès-Elbeuf ;49.303286;1.035763;4.65;1.59;1.39;2.45;2.99;;1.25
1491; Rue De La Tuilerie;09120;Varilhes ;43.045673;1.631638;;1.87;1.99;;2.92;2.1;
1492; Rue De Larchant;77140;Saint-Pierre-lès-Nemours ;48.269056;2.676488;4.65;;1.55;;2.89;1.99;1.25
1493; Rue De Lattre De Tassigny;76420;Bihorel ;49.45909;1.12658;4.65;1.59;1.39;;2.99;;1.29
1494; Rue De Rosmadec;56450;Theix-Noyalo ;47.63048;-2.65778;4.65;1.49;1.55;;2.89;1.99;1.25
1495; Rue De Tilloy;62690;Aubigny-en-Artois ;50.3486548;2.582456;4.65;1.65;1.45;;;2.29;1.25
1496; Rue De Tourcoing;59960;Neuville-en-Ferrain ;50.749377;3.154937;5.01;2.07;1.76;2.87;2.99;2.13;1.28
1497; Rue De Villars Cc Jean Bart;59220;Denain ;50.325851;3.390343;4.6;1.45;1.55;2.39;2.99;1.99;1.25
1498; Rue De Vilpre D2;77540;Rozay-en-Brie ;48.677827;2.968437;4.65;1.59;1.45;2.21;2.99;2.15;1.25
1499; Rue Denis Papin;28800;Bonneval ;48.178512;1.373931;4.65;1.49;1.55;;2.99;2.15;1.25
1500; Rue Des Acacias;18570;La Chapelle-Saint-Ursin ;47.061791;2.321395;4.89;2.09;1.76;2.59;2.99;2.23;1.23
1501; Rue Des Agasses Zac Besancon Est;25220;Chalezeule ;47.25926;6.03247;4.6;1.59;1.55;;2.89;2.15;1.29
1502; Rue Des Aubepines;38230;Pont-de-Chéruy ;45.7518;5.17497;4.65;1.59;1.54;;2.99;2.15;1.25
1503; Rue Des Aulnes;60390;Auneuil ;49.36806;1.98774;4.65;1.59;1.59;2.45;2.99;;1.25
1504; Rue Des Balastieres;55500;Ligny-en-Barrois ;48.67618;5.32546;4.65;;1.55;;2.85;2.09;1.25
1505; Rue Des Bruilhols;09000;Foix ;42.975743;1.606744;;1.96;1.91;;3.08;;
1506; Rue Des Buissons Zac De Beauplan;78470;Saint-Rémy-lès-Chevreuse ;48.7166;2.08208;4.65;1.59;1.55;;2.95;2.15;1.25
1507; Rue Des Camusots;88320;Lamarche ;48.073169;5.7824749;5.65;1.95;2.1;3.29;3.5;2.65;
1508; Rue Des Cordeliers;80100;Abbeville ;50.102624;1.827981;4.65;1.49;1.55;;2.89;2.09;1.25
1509; Rue Des Faienciers Fauquez;59230;Saint-Amand-les-Eaux ;50.44199;3.42476;4.65;1.59;1.59;2.45;2.99;2.15;1.29
1510; Rue Des Forges;76850;Bosc-le-Hard ;49.628592;1.176396;4.65;1.59;1.59;2.45;2.99;2.15;1.25
1511; Rue Des Freres Davion;62450;Bapaume ;50.10736492975985;2.84568707887288;4.65;1.49;1.39;;2.89;1.99;1.25
1512; Rue Des Freres Juchereau;61190;Tourouvre au Perche ;48.58891;0.65346;4.99;2.33;1.97;2.65;2.99;2.29;1.41
1513; Rue Des Garennes;62164;Ambleteuse ;50.8128451;1.6061297;5.01;2.07;1.76;;;2.13;1.28
1514; Rue Des Glacieres;42510;Balbigny ;45.820422;4.179111;4.75;1.59;1.46;;;2.15;
1515; Rue Des Glattignies 0;62840;Fleurbaix ;50.653807;2.839622;5.01;2.07;1.76;2.87;3.07;2.13;1.28
1516; Rue Des Moulins;80120;Rue ;50.27653;1.65975;4.65;1.65;1.59;2.45;2.99;2.29;1.29
1517; Rue Des Myosotis;29280;Plouzané ;48.373044;-4.586661;4.57;1.45;1.55;2.22;2.7;1.77;1.12
1518; Rue Des Pensees;02880;Crouy ;49.400722;3.36436;4.65;1.49;1.55;;2.89;1.99;1.25
1519; Rue Des Remparts;36800;Saint-Gaultier ;46.63959;1.42474;4.65;1.59;;2.21;2.95;2.09;1.25
1520; Rue Des Rosati;62000;Arras ;50.29277;2.78611;4.65;1.59;1.59;;2.99;2.15;1.29
1521; Rue Des Verriers;02170;Le Nouvion-en-Thiérache ;50.01203;3.78078;4.65;1.59;1.59;;2.99;2.29;1.25
